"","Assay","IL8","VEGFA...3","CD8A","MCP-3","GDNF","CDCP1","CD244","IL7","OPG","LAP TGF-beta-1","uPA","IL6...13","IL-17C","MCP-1","IL-17A","CXCL11","AXIN1","TRAIL...19","IL-20RA","CXCL9","CST5","IL-2RB","IL-1 alpha","OSM","IL2","CXCL1","TSLP","CCL4","CD6","SCF...31","IL18","SLAMF1","TGF-alpha...34","MCP-4","CCL11","TNFSF14","FGF-23","IL-10RA","FGF-5","MMP-1","LIF-R","FGF-21","CCL19","IL-15RA","IL-10RB","IL-22 RA1","IL-18R1","PD-L1","Beta-NGF","CXCL5","TRANCE","HGF...53","IL-12B","IL-24","IL13","ARTN","MMP-10","IL10","TNF","CCL23","CD5","CCL3","Flt3L","CXCL6","CXCL10","4E-BP1","IL-20","SIRT2","CCL28","DNER","EN-RAGE","CD40","IL33","IFN-gamma","FGF-19","IL4","LIF","NRTN","MCP-2","CASP-8","CCL25","CX3CL1","TNFRSF9","NT-3","TWEAK","CCL20","ST1A1","STAMBP","IL5","ADA","TNFB","CSF-1","TXLNA","VEGFA...95","CPE","KLK13","CEACAM1","MSLN","TNFSF13","EGF","TNFRSF6B","SYND1","TGFR-2","IL6...105","CD48","SCAMP3","LY9","IFN-gamma-R1","ITGAV","TRAIL...111","hK11","GPC1","TFPI-2","hK8","VEGFR-2","LYPD3","PODXL","S100A4","IGF1R","ERBB2","ERBB3","SCF...123","SPARC","GZMH","TGF-alpha...126","FURIN","CYR61","hK14","FADD","MetAP 2","PVRL4","FASLG","EPHA2","ITGB5","Gal-1","SEZ6L","GPNMB","CAIX","MIA","CTSV","CD27","XPNPEP2","ERBB4","HGF...145","ADAM 8","5'-NT","CDKN1A","DLL1","MK","ABL1","FGF-BP1","TLR3","LYN","RET","VIM","TNFRSF19","CRNN","TCL1A","CD160","TNFRSF4","MIC-A/B","WISP-1","CXL17","PPY","S100A11","AREG","ESM-1","CD207","ICOSLG","WFDC2","CXCL13","MAD homolog 5","ADAM-TS 15","CD70","RSPO3","FR-gamma","CEACAM5","VEGFR-3","MUC-16","WIF-1","GZMB","FCRLB","ANXA1","FR-alpha"
"127","RL_SARS_SALI_58",5.94508,10.8100649999999,8.935285,2.208215,1.81901,2.38721999999999,6.77474499999999,2.12231,11.217665,7.06219499999999,9.698245,5.152525,5.173635,12.03899,3.58180499999999,8.450215,6.043855,7.67421,0.397425,7.62044,6.357065,0.413969999999999,-1.5164,5.600595,0.31368,9.247815,0.340079999999999,6.46301,5.874585,8.159865,8.663225,2.255835,2.982485,14.735785,8.285905,4.614045,2.756725,0.916585,1.1105,15.04146,3.96288499999999,10.947975,10.53314,0.535394999999999,6.105715,2.74504499999999,8.87051,6.168175,-0.00511999999999995,10.633045,3.264185,10.73771,5.96448,0.572975,0.310439999999999,0.688475,10.25029,1.86448,2.82707,10.62078,6.003895,5.44391,8.47282,7.559435,9.393775,8.313755,0.299995,6.29935,2.59239999999999,8.06674999999999,4.49882,12.80957,0.226864999999999,7.06661,8.812875,-0.93388,0.62618,0.589875,9.360205,4.78501,6.92772,3.98784,7.014845,1.34216999999999,8.45901999999999,12.1963199999999,6.502185,6.645365,1.3164,5.12973,3.96603,10.34741,7.716145,8.580645,4.28009499999999,2.566525,10.1512,3.67745,8.905525,9.48951,6.54882,7.722095,5.97539499999999,5.842675,7.33359499999999,5.61886499999999,7.394665,6.83128499999999,3.931385,8.08178,7.354475,5.24067999999999,9.642025,6.38305,6.935165,4.89199999999999,4.77671499999999,7.80343499999999,5.088185,6.80528999999999,9.0769,7.23666,8.604365,4.45077,3.774075,9.61155999999999,5.54843,5.43617499999999,4.784905,7.72159,4.99667,10.86432,2.960655,9.4246,5.85852,5.47494,6.3114,3.97761499999999,11.27672,6.040585,8.72373499999999,9.20125,9.44615499999999,11.080935,7.199145,9.20938,6.80488,11.29605,5.882,6.09071,9.25242,5.76953,4.73276,2.577285,1.53047999999999,7.001565,4.847375,5.957095,4.81629,4.06116,5.573055,6.89481499999999,5.35656,6.044005,5.05086,3.09369,12.480175,2.275395,5.66908,7.729575,8.46038,4.637575,3.86218499999999,3.67435999999999,5.87188,13.173605,0.758599999999999,7.46844,5.38493,3.26767999999999,0.545695,1.72938999999999,4.068,8.29518
"128","RL_SARS_SALI_64-1",6.3191,12.269495,10.161885,3.532045,1.80464,3.59955,6.231505,1.91649,10.850585,6.460955,10.062805,5.969905,3.341335,12.26686,1.687075,8.71366499999999,4.741795,7.35957999999999,0.402085,8.50997999999999,6.611015,0.28789,-1.52232,4.206615,0.08921,10.2569349999999,0.753919999999999,5.14875999999999,4.762615,9.334085,10.318385,2.994785,3.183835,14.351215,7.773375,6.074155,2.096945,0.641405,0.92019,13.08044,4.25725499999999,6.731055,11.19782,0.634544999999999,6.430015,1.594195,9.62577999999999,6.929975,-0.116339999999999,9.682395,2.837505,8.6866,6.95606,0.377005,0.3335,0.0549049999999999,9.62282,2.51505,3.6122,11.8496599999999,6.360605,6.21781,9.43803,7.965165,13.124285,8.916425,0.243334999999999,5.49756,2.21776,8.24689,4.16158,12.88804,0.813404999999999,9.238,8.638455,-0.34704,0.10053,0.359625,9.166145,4.12628,6.89235,4.80364,6.887395,1.07496,7.72033999999999,7.923,5.207285,6.015435,0.95229,5.81401999999999,4.08547,10.6501899999999,7.387885,9.970565,3.763435,2.96508499999999,10.2511499999999,4.78815999999999,9.632555,7.6251,6.4665,8.166245,6.77348499999999,6.621815,8.257565,5.540435,7.419325,7.11938499999999,3.744635,7.55677,7.023605,5.06225,9.20371499999999,6.79169,6.691665,4.55541,4.625855,7.806335,5.58944499999999,6.44177,9.41531,8.38348999999999,8.374695,5.9613,3.824155,10.32343,4.88066,5.66170499999999,3.689275,6.46073,6.05118,9.83952,3.668535,9.3378,6.23372,5.60131,6.05507999999999,3.49023499999999,10.93187,4.570935,9.16826499999999,8.14697,9.280155,9.048405,6.478985,11.4049299999999,5.38144,11.89345,4.71325,5.84868,6.25777999999999,5.51563,4.55948,3.448875,2.65700999999999,7.778475,5.002145,3.603725,5.09338,4.88218,6.345135,7.60412499999999,7.48476,12.455085,5.65103,4.49126,11.076475,1.92531499999999,5.45246,9.098325,9.29328,4.52380499999999,4.202945,5.17876999999999,6.01254,8.494865,2.58927,7.31206,4.70334,2.66198,0.209685,2.60138,4.24815,9.91118
"129","RL_SARS_SALI_71-1",6.06799,12.387685,9.962965,4.624425,1.82924,2.96977,8.262185,3.45262,10.945335,7.50682499999999,9.902345,4.591775,3.740385,12.14094,2.266455,9.605995,8.890925,7.89477999999999,0.357465,7.85634,6.14735499999999,0.300659999999999,-1.60185,6.232915,0.42362,11.5509349999999,0.55278,6.49470999999999,4.825965,8.618015,8.749085,2.953265,2.415845,15.480945,7.13723499999999,5.120115,2.236715,0.928375,0.78352,15.19994,3.36295499999999,5.05782499999999,9.65087,0.685084999999999,6.058915,2.18090499999999,9.24635,7.893075,-0.0887999999999999,13.4640349999999,3.89919499999999,9.36509,6.27488,0.979015,0.56728,1.533415,10.106,2.01497,2.81822,11.0308599999999,6.294465,6.32983,8.90072,10.460465,9.880215,9.85904499999999,0.182394999999999,8.19235,2.31447,7.90257,6.05873,13.796,0.498855,7.27098,8.292415,-0.34868,0.0791900000000001,0.132434999999999,9.048285,4.71068,5.70948,3.54015,6.884675,1.95052,8.24740999999999,8.10426,5.780645,8.971605,0.29462,5.84185,4.32587,10.45083,10.601795,10.328025,4.580095,2.98765499999999,9.96984,2.91119,8.707445,9.85114,6.3416,7.722085,6.220075,5.395115,7.503885,7.975825,7.697535,7.183335,4.099375,8.3055,7.13472499999999,5.03457,9.590235,7.41398,6.475855,4.3067,4.24785499999999,8.70729499999999,5.772655,6.84653,8.93198,7.79411,8.96253499999999,3.29254,3.366955,10.56569,5.67453,5.53832499999999,6.052465,8.8295,5.83296,10.65927,3.422875,11.0804699999999,5.96085,5.19759,6.09294,2.879685,11.3557999999999,6.209075,8.720405,6.50289,9.088805,9.713805,7.130355,9.55722,10.21791,11.52352,4.33954999999999,8.81843,6.39672,5.75362,4.66759,3.252735,4.22982,7.088175,5.245175,5.03136499999999,4.52155999999999,4.40373,5.184125,7.06293499999999,4.62072,8.767495,5.24076,3.79767,11.456495,2.324795,5.34093,7.816555,8.66478,4.87187499999999,4.277645,3.47458999999999,4.66308,13.380045,1.88661999999999,7.22677,6.18555,3.38673,0.272075,1.98486,5.03221,9.00014
"130","RL_SARS_SALI_44-1",7.0564,12.763105,8.035035,5.039595,2.42966,4.06356,6.371575,3.30294,11.126845,7.38910499999999,10.2699049999999,5.387915,3.691845,12.13765,1.081185,10.1150349999999,8.129795,7.15644999999999,0.791425,7.81769,7.07331499999999,0.50911,-1.03425,5.810955,0.62836,10.996175,0.5193,5.77872999999999,4.113655,7.57208499999999,9.699125,2.55371499999999,3.408305,14.461565,7.03194499999999,5.557805,1.93431499999999,1.099085,1.40907999999999,16.02957,4.30225499999999,3.56567499999999,9.26396,1.342685,6.395535,1.502735,10.1379799999999,8.99214499999999,-0.00747999999999993,10.6086549999999,1.723705,11.57778,2.58570999999999,2.45653499999999,0.57095,0.684425,10.61498,2.14501,3.09464,11.61787,5.103615,6.18584,8.76029,8.512285,12.2718449999999,9.89104499999999,0.354085,6.68666,2.73662,7.93242,7.00831,13.8504,0.889195,6.48516,6.924765,-1.45038,0.59587,1.62526499999999,6.966235,5.9068,7.16567,4.67925999999999,6.193365,1.42313,7.98558,7.98649,6.847685,8.785125,1.15049,6.23776999999999,2.89694,10.50833,8.727645,9.900195,4.07452499999999,2.161615,10.22729,6.37968,9.19902499999999,8.68141,7.88528,9.874905,6.254985,5.792845,7.158535,7.088405,6.91020499999999,7.242015,3.799055,7.15334,6.96740499999999,5.69243999999999,10.034465,6.07428,6.227895,3.86926,4.833275,8.62001499999999,5.628285,6.09304,8.60531,6.40973,8.649515,3.91544999999999,3.835845,9.67133,5.20996,4.395785,5.439695,7.98605,6.28354,8.53276,4.834065,10.3253999999999,6.21085,5.31807,5.95531999999999,4.061685,10.83172,4.881335,8.548575,7.82618,9.367905,11.540025,6.698525,9.99084999999999,6.85341,11.58376,6.3731,6.60628999999999,10.26477,3.80222,4.65844,2.053695,2.28568999999999,7.746605,4.196345,4.863825,3.93880999999999,4.22959,6.373665,7.88820499999999,6.94377,9.781815,6.08582,5.57069,12.149215,1.408315,5.11906,9.607765,12.07026,4.28347499999999,3.487735,3.34524999999999,5.69208,7.642675,5.1868,7.31613,6.1735,2.39941999999999,-0.377194999999999,2.92584999999999,5.59857,10.21944
"131","RL_SARS_SALI_47-5",5.87499,12.470785,9.01738499999999,3.466065,2.16495,3.52336,6.60333499999999,2.26136,10.779585,6.81453499999999,10.1310949999999,6.37116499999999,3.473175,10.60642,0.931384999999999,10.748235,5.793375,6.89588,0.374475,5.86749,5.639955,0.65118,-0.91702,6.761995,0.67008,10.201255,0.368309999999999,5.84094999999999,4.999365,7.643585,9.452735,2.58726499999999,2.934885,13.534575,7.177085,6.454525,3.89935499999999,2.374445,1.01616999999999,14.88115,4.11892499999999,5.15370499999999,9.60852,0.629615,6.449445,1.563555,9.30342999999999,7.094285,-0.191529999999999,11.4523149999999,2.518325,11.66646,6.6368,0.190085,0.55842,0.520585,9.41226,2.38599,2.48691999999999,11.7944599999999,5.979055,5.51783,9.02955,9.090695,8.576095,8.887455,0.055675,6.423,2.13846,8.24079,5.49972,13.45932,0.577504999999999,5.52927,10.609555,-0.72997,0.78305,2.189195,8.29636499999999,4.59918,5.79209,3.77443,6.158155,1.03829,8.71463,7.73790999999999,6.520665,6.86019499999999,1.23566,5.14454,3.41576,10.5968899999999,7.871755,10.0597649999999,4.135925,2.850845,10.26475,4.02992,8.76688499999999,8.66758,6.3651,9.273245,6.20723499999999,6.831855,7.573055,6.36431499999999,7.201725,7.004875,3.519945,7.09082,7.012115,5.5412,9.712895,7.32411,6.719455,4.72423,4.471465,8.096755,5.291795,6.6516,9.03224,6.55744,8.842965,3.38186999999999,3.601365,10.38072,5.80222,5.667985,5.222075,7.8911,5.383,9.28719999999999,3.271985,9.78484999999999,6.20214,5.03433,6.34858,3.41814499999999,10.85881,5.120725,8.63962499999999,5.94593,9.589875,11.855125,6.859775,10.2896099999999,7.46843,11.68231,6.16494,6.47811,7.0078,4.43744,4.41066,3.21202499999999,2.25371,6.806995,4.870415,3.782085,3.48138999999999,4.33531,5.952265,6.51903499999999,4.97988999999999,10.3163249999999,4.5007,2.90168,12.223455,2.10377499999999,5.30448999999999,7.804205,8.32937,4.586985,3.785425,3.86574999999999,4.83373,13.260115,1.98062999999999,7.44996999999999,5.32294,3.43957999999999,0.421924999999999,1.93169,4.22633999999999,9.04944
"132","RL_SARS_SALI_50-3",6.52218,12.6511849999999,8.537025,5.828635,1.84764,3.42869999999999,7.152895,3.2698,11.317625,7.380725,10.0215949999999,6.038685,5.007375,12.77362,1.163065,11.297065,7.186175,6.96908,0.896045,7.85937,6.961695,0.51179,-0.98679,5.953665,0.39686,11.446175,1.21509,6.39277,4.707075,7.956855,9.686155,3.041095,3.093965,15.276665,8.000975,6.230095,1.611265,0.981275,1.14463999999999,16.02838,4.202665,7.29947499999999,9.18442,1.574145,6.513215,2.398145,10.1512,8.899065,0.00407000000000001,12.0365849999999,2.027665,10.84423,5.44849,1.062385,0.5352,0.712265,9.87514,2.11104,3.55732999999999,11.78465,6.069345,7.14694,8.62861,9.592545,12.8138849999999,10.749315,0.500195,8.02123999999999,3.12566,8.45312,6.23573,13.78845,0.691425,8.19977,7.651235,-0.67796,0.42081,0.387665,10.124665,5.6874,7.07446,4.78429,6.393845,2.09698,7.80165999999999,9.00162999999999,6.334955,8.830565,1.07063,6.6469,3.79591999999999,10.54522,10.058685,10.422795,4.695345,2.669425,10.30227,5.27046999999999,9.561155,9.8969,8.50391,9.56313499999999,7.02352499999999,6.81856499999999,8.366035,7.67118499999999,8.188255,7.370105,4.086455,7.43572,7.86652499999999,5.44278,10.694745,6.87833,6.482515,4.35155,4.729875,8.65351499999999,5.937355,6.48527,9.62561,7.01779,8.762015,4.68323,3.811995,10.1886999999999,5.70801999999999,6.076135,6.298965,8.62603,6.51524,9.06341,4.467125,10.89601,6.43444,5.67207,6.43975,5.054415,11.3391,5.455875,9.712585,2.5826,10.303525,11.272925,6.617495,9.85291,8.11946,12.33245,6.25128999999999,8.36581,8.98813,6.40807,4.42413999999999,3.164265,4.41335,8.121775,3.514155,4.982125,4.65992,4.76971,7.360085,9.18579499999999,6.55091,12.6105249999999,5.69056,5.13196,11.866845,2.167265,5.15427,9.357995,9.50779,4.616085,3.955195,5.38399999999999,6.5324,8.511495,3.56726999999999,7.23736,5.12545999999999,2.93147,0.639805,3.75377,5.16306999999999,9.78594
"133","RL_SARS_SALI_53-3",7.73932,13.433875,10.463655,7.177715,2.33172,5.12583,8.491985,4.45515,12.147975,8.010805,10.817505,7.01174499999999,7.61374499999999,13.27445,2.353935,11.815345,9.574225,6.96341,1.398185,9.56671,7.606025,1.62137,-1.05036,5.933385,1.08359,11.759265,1.46960999999999,7.18466,4.719525,8.005735,9.268255,3.86586499999999,3.513525,15.777595,8.082775,7.755075,3.960505,1.289785,1.65918,16.39836,3.946855,8.059115,10.59466,1.860475,6.500375,2.522925,9.84319,9.555445,0.12824,13.561235,2.591875,11.63964,4.41443,1.326275,1.03391,1.460605,10.80383,2.51322,4.47763,12.25268,6.053825,8.0318,8.81336,10.561275,13.887625,11.010925,0.624275,8.36833,2.43566,8.1445,5.84357999999999,14.14752,0.741525,9.68549,10.107345,0.400149999999999,0.89131,1.070405,11.5043949999999,6.77066,6.13165,4.69102,6.897085,2.62524,8.16327,12.3779899999999,7.272415,10.179745,1.9597,6.4235,3.91986,10.6152899999999,10.722165,11.202635,4.128655,2.159375,10.2759799999999,6.90694,9.28002499999999,9.19987,8.06669,9.502465,6.57664499999999,7.457555,8.248605,8.371515,7.999955,7.751765,4.423915,7.19692,7.28933499999999,5.34539,9.363495,5.01582999999999,6.737095,4.17886,4.77619499999999,8.816745,6.455875,6.585,9.6419,6.86221,8.547995,4.81363,4.081465,10.72157,7.36248999999999,4.797295,7.590395,8.853,6.12186999999999,9.79037999999999,4.558125,11.2651499999999,6.52258,5.54088,6.26378,4.09268499999999,10.99812,4.532275,9.621865,8.15523,9.85715499999999,11.692075,7.064895,9.81609999999999,10.39751,11.98489,6.42265,10.0561,7.67962,6.89691,4.26697,3.180225,6.37605,7.463375,4.223815,4.974695,4.32276,5.25117,6.78028499999999,8.35266499999999,7.42751,9.358895,5.70055999999999,6.48824,12.478165,1.194305,5.32122,9.477315,9.3234,4.75104499999999,4.291625,5.00469999999999,5.35007,8.205165,3.79495,7.44004,5.12085999999999,3.07931999999999,0.847305,3.72832,5.31121,10.95159
"134","RL_SARS_SALI_59",8.13939999999999,10.935765,11.780075,1.466455,3.16583,3.47051999999999,6.365645,2.04483,11.916075,6.230605,10.3660949999999,3.312675,2.989485,10.59973,1.62291499999999,8.60914499999999,5.507865,7.82175999999999,0.716965,7.29847,7.442095,0.52447,-1.52376,5.187355,0.16655,9.204705,2.71542,6.37814,6.220035,8.517655,9.814235,1.96235499999999,3.086945,12.979925,7.572755,4.209545,1.53534499999999,0.823425,0.808099999999999,13.85347,5.048705,5.12051499999999,8.34008,1.14777499999999,6.453865,2.45646499999999,10.4496799999999,7.406505,0.03411,9.186385,4.082145,11.21073,2.94698,-0.215074999999999,0.5997,0.580545,9.85815,2.16125,2.4043,11.3716099999999,5.766355,5.48728,7.71412,8.506785,10.780765,8.462245,0.056525,4.16481,3.33005999999999,8.60515,6.84657999999999,12.57294,0.064795,4.87884,9.201665,-0.32133,-0.25997,0.503394999999999,7.894305,3.88876,7.05059,5.02727,5.992605,2.27675,8.59675,9.76238999999999,5.044365,5.65768499999999,0.46483,7.79317,3.77060999999999,10.38203,7.125625,8.595595,5.280585,1.66917499999999,10.07894,4.2122,9.32274499999999,6.32197,6.73515,9.613295,6.375655,4.203885,8.095065,5.352925,7.902695,7.526895,4.203875,8.17269,8.550475,6.29566,9.625605,5.15661,6.384505,4.9744,5.152355,7.01871499999999,5.930235,8.3217,9.65247999999999,7.5325,8.641615,4.71321,3.726905,9.37534,7.15469,3.50831499999999,3.267985,6.94589,7.2932,9.58667,4.622255,9.45102,5.63537,5.94079,6.50087,6.435885,10.36163,4.969895,8.39986499999999,9.08112,11.3322949999999,11.484765,6.956025,11.3951999999999,5.89474,12.03054,5.98856,5.19499,11.14683,6.59649,4.14456,2.63082499999999,1.43140999999999,7.10638499999999,2.818345,3.020945,4.07486999999999,4.01514,5.453585,7.61319499999999,5.66771,10.915365,4.65349999999999,4.37277,12.162295,0.881464999999999,6.00080999999999,8.594275,11.3431299999999,3.732105,3.29527499999999,3.21217999999999,5.81955,7.152945,3.15618999999999,6.94348,6.73008,4.35342999999999,-0.780844999999999,1.63974,3.3802,9.53207
"135","RL_SARS_SALI_65-1",6.1074,11.981255,10.065125,3.034635,2.14846,3.22702,7.877085,3.2543,10.366485,7.387045,10.237955,3.737865,3.72627499999999,11.16105,2.566975,10.296795,7.444045,8.89902,0.830875,7.16475,6.15368499999999,0.56332,-1.08636,4.876285,1.11117,10.701535,0.673,5.90640999999999,5.532385,9.087295,9.084725,2.34889499999999,2.426295,14.4214349999999,7.48856499999999,5.277525,2.465365,0.883005,1.12585999999999,15.09149,4.35657499999999,4.05756499999999,10.90905,1.017245,5.843475,1.88157499999999,9.13591999999999,7.709205,-0.00553999999999993,13.051765,5.449775,8.496,6.85062,0.675605,0.775559999999999,0.727995,8.83455,1.11671,3.40378,10.77173,6.248425,5.9471,8.58203,9.619925,12.063145,10.462985,0.673455,8.16231,2.53572,8.69934999999999,4.87538,13.90658,0.944745,8.81308,9.314025,-0.2195,0.32458,0.794625,10.747255,5.21318,6.67087,4.25977,6.302535,1.91129999999999,8.45426,8.53781999999999,6.271875,8.574645,1.25953999999999,5.70787999999999,5.01453,10.43504,9.206495,9.78236499999999,5.09058499999999,2.618565,10.29603,3.88086,9.23984499999999,8.90948,5.79907,9.279875,5.88580499999999,4.800445,8.138665,7.785235,7.618675,6.862805,4.350555,9.2157,6.732645,4.91581,9.33594499999999,6.8881,6.774365,4.86525,4.868345,8.503815,5.583595,6.85173999999999,9.16915,8.09206,8.687165,5.13395,3.162195,10.2219,5.3582,5.233365,6.211155,8.54716,5.07644,10.57235,3.364195,10.82702,6.10441,5.38895,6.65438999999999,4.174155,11.46366,6.432185,8.298665,8.71478,9.63587499999999,8.677485,6.630285,9.92799,9.08604,11.55035,5.07623,7.31353,6.47255,6.00924,5.14145999999999,3.269085,3.49532,6.820305,4.170955,5.336645,3.92151,3.92444,2.015745,6.17482499999999,6.18460999999999,9.830515,4.55849,2.43401,11.953535,2.372955,5.53194,7.714155,8.41646,4.82993499999999,3.523615,4.27165999999999,4.38131,8.252835,1.28210999999999,7.50078,4.78592,3.91113999999999,1.102965,2.11599,4.04857,8.41256
"136","RL_SARS_SALI_71-3",7.02466,13.134705,10.315505,4.597075,2.02564,4.43002,9.014735,4.32087,11.165545,8.26968499999999,10.473475,6.945685,3.28848499999999,12.37993,2.593005,11.5727149999999,9.500845,8.16356,0.396525,7.96943,6.36267499999999,0.38693,-1.37256,5.494495,0.43312,12.0217549999999,0.17161,7.83686,5.139635,9.063055,9.391685,2.69888499999999,2.45742499999999,16.162685,7.690045,5.651265,2.72464499999999,1.038095,0.8503,16.04978,3.69047499999999,2.743905,9.83356,0.854535,6.356975,1.869415,9.5954,8.662835,0.02691,13.664575,4.651395,9.5884,7.56566999999999,1.736245,0.75293,1.328255,9.68438,2.22846999999999,3.81976,11.39421,6.509355,7.37127,8.84446,11.340755,12.108825,10.2917749999999,0.252505,8.89358,3.12941999999999,8.03712,6.96597,14.06193,0.673135,13.14103,10.005215,-0.25785,1.33656,0.408715,10.244575,5.48061,6.0253,3.80758,7.065865,2.09386,8.81624,8.71618,6.416755,9.165695,0.75684,6.41972,5.1377,10.55675,10.732815,10.938965,4.757315,2.879345,10.15111,3.01928,9.00853499999999,10.36226,6.14381,8.637665,6.302035,7.473635,7.98767499999999,8.37760499999999,8.291855,7.469715,4.393825,8.44837,7.093915,5.60272999999999,9.922535,7.00394,6.708195,4.47762,4.432015,8.99942499999999,6.100825,6.8834,9.17189,8.04467,8.787655,4.08919,3.157295,10.76093,6.53435,5.438305,6.990855,9.01986,5.7529,11.02056,3.515355,11.1959699999999,6.43762,5.14783,6.55206,3.308515,11.24502,5.887995,8.894775,6.41881,9.212325,9.738065,7.218975,10.9574799999999,10.59799,11.80056,5.52952999999999,9.92765,6.79279,6.29812,4.52091,3.150665,4.411,7.114605,5.048215,5.077385,4.97809,4.62047,5.539955,7.29123499999999,4.87717,10.746315,5.25713,3.24042,11.467645,2.537495,5.39493,7.616905,9.03052,5.03920499999999,4.552955,4.30642999999999,4.84318,13.257845,2.02293999999999,7.53235,6.26103999999999,3.48194,1.057035,2.35288,4.66932,9.24935
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","LOD",1.05437,1.5733,0.91561,1.059865,1.30247,-0.023705,1.33032,0.71525,0.977855,0.51399,1.03606,0.838865,1.21338,1.10464,0.995245,0.923045,0.488025,0.74004,0.83491,0.886045,0.00789000000000001,1.04786,-0.605375,0.656175,1.376925,1.67197,1.279475,0.698515,1.149265,1.10514,0.673595,1.22278,0.232195,3.514815,0.877565,1.042655,1.43995,0.65361,0.654935,1.661925,0.97674,1.249475,1.156465,0.322135,0.787035,2.247305,1.21075,2.134355,0.533505,1.661845,0.67565,0.76488,-0.30056,1.060875,1.23452,1.02002,1.207705,1.51669,-0.170565,0.738865,0.08381,0.31501,1.233555,0.81839,2.16437,0.90754,0.68551,1.823015,0.720605,0.25264,0.616565,1.682305,1.038435,2.856015,0.821425,0.03311,0.334035,0.66413,1.431325,0.73372,0.798185,0.785545,1.644595,0.828695,0.05603,1.417155,0.77895,0.787335,1.28194,0.481135,1.13762,0.845015,1.563205,-0.255585,1.223565,-1.34573,2.017475,-0.52047,0.530175,0.979875,1.057035,0.773905,1.173625,1.673685,1.437865,1.212265,0.664345,0.44927,0.47521,1.532675,-0.64302,0.91582,0.740425,-0.540055,0.607095,-0.856995,1.54366,2.19308,1.08247,0.733375,0.908005,0.98666,0.2194,1.07156,0.29725,0.582135,0.7343,-0.891705,1.823015,0.599055,1.06729,1.366295,0.529505,1.56269,0.156175,0.842685,0.898315,-0.344985,1.161305,0.122665,0.377325,1.614555,0.560505,0.427225,0.19672,1.458375,0.694735,1.25256,0.6956,1.041985,0.985085,0.3425,0.187065,-0.501295,0.94929,0.960945,1.045575,0.5612,0.65116,1.986325,0.696955,0.198735,0.44157,0.62488,1.02677,0.21814,0.88499,-0.001,1.20097,0.42852,1.19096,0.820395,0.598465,1.06663,1.26843,1.212015,1.062555,1.2273,1.663245,-0.692695,-0.821265,-0.13076,-0.092485,0.351385
"139","Missing Data freq.",0,0,0,0.007355,0.007355,0,0,0,0,0,0,0,0,0,0.02206,0,0.00641,0,0.04864,0,0,0.661575,0.941365,0,0.64819,0,0.47417,0,0,0,0,0.014705,0,0,0,0,0.072585,0.02564,0,0,0,0,0,0,0,0.186275,0,0,0.963235,0,0,0,0,0.30675,0.772625,0.241515,0,0.04487,0,0,0,0,0,0,0,0,0.42854,0.00641,0,0,0,0,0.50905,0,0,0.52074,0.25226,0.162515,0,0,0,0,0,0.02206,0,0,0.01282,0,0.30279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01282,0,0,0,0,0,0,0,0,0,0,0,0,0.02206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040345,0,0.007355,0,0,0,0,0
